time,width,height,area,actual_area,density
0.0000,11.0000,11.0000,100.0000,121.0000,0.2032
3.0000,11.0000,11.0000,100.0000,121.0000,0.2032
6.0000,11.0000,11.0000,100.0000,121.0000,0.2032
9.0000,11.0000,11.0000,100.0000,121.0000,0.2032
12.0000,11.0000,11.0000,100.0000,121.0000,0.2032
15.0000,11.0000,11.0000,100.0000,121.0000,0.2032
18.0000,11.0000,11.0000,100.0000,121.0000,0.2032
21.0000,11.0000,11.0000,100.0000,121.0000,0.2032
24.0000,11.0000,11.0000,100.0000,121.0000,0.2032
27.0000,11.0000,11.0000,100.0000,121.0000,0.2032
30.0000,11.0000,11.0000,100.0000,121.0000,0.2032
33.0000,11.0000,11.0000,100.0000,121.0000,0.2032
36.0000,11.0000,11.0000,100.0000,121.0000,0.2032
39.0000,11.0000,11.0000,100.0000,121.0000,0.2032
42.0000,11.0000,11.0000,100.0000,121.0000,0.2032
45.0000,11.0000,11.0000,100.0000,121.0000,0.2032
48.0000,11.0000,11.0000,100.0000,121.0000,0.2032
51.0000,11.0000,11.0000,100.0000,121.0000,0.2032
54.0000,11.0000,11.0000,100.0000,121.0000,0.2032
57.0000,11.0000,11.0000,100.0000,121.0000,0.2032
60.0000,11.0000,11.0000,100.0000,121.0000,0.2032
63.0000,11.0000,11.0000,100.0000,121.0000,0.2032
66.0000,11.0000,11.0000,100.0000,121.0000,0.2032
69.0000,11.0000,11.0000,100.0000,121.0000,0.2032
72.0000,11.0000,11.0000,100.0000,121.0000,0.2032
75.0000,11.0000,11.0000,100.0000,121.0000,0.2032
78.0000,11.0000,11.0000,100.0000,121.0000,0.2032
81.0000,11.0000,11.0000,100.0000,121.0000,0.2032
84.0000,11.0000,11.0000,100.0000,121.0000,0.2032
87.0000,11.0000,11.0000,100.0000,121.0000,0.2032
90.0000,11.0000,11.0000,100.0000,121.0000,0.2032
93.0000,11.0000,11.0000,100.0000,121.0000,0.2032
96.0000,11.0000,11.0000,100.0000,121.0000,0.2032
99.0000,11.0000,11.0000,100.0000,121.0000,0.2032
102.0000,11.0000,11.0000,100.0000,121.0000,0.2032
105.0000,11.0000,11.0000,100.0000,121.0000,0.2032
108.0000,11.0000,11.0000,100.0000,121.0000,0.2032
111.0000,11.0000,11.0000,100.0000,121.0000,0.2032
114.0000,11.0000,11.0000,100.0000,121.0000,0.2032
117.0000,11.0000,11.0000,100.0000,121.0000,0.2032
120.0000,11.0000,11.0000,100.0000,121.0000,0.2032
123.0000,11.0000,11.0000,100.0000,121.0000,0.2032
126.0000,11.0000,11.0000,100.0000,121.0000,0.2032
