time,width,height,area,actual_area,density
82.0000,11.0000,11.0000,100.0000,121.0000,0.2117
83.0000,11.0000,11.0000,100.0000,121.0000,0.2117
84.0000,11.0000,11.0000,100.0000,121.0000,0.2117
85.0000,11.0000,11.0000,100.0000,121.0000,0.2117
86.0000,11.0000,11.0000,100.0000,121.0000,0.2117
87.0000,11.0000,11.0000,100.0000,121.0000,0.2117
88.0000,11.0000,11.0000,100.0000,121.0000,0.2117
89.0000,11.0000,11.0000,100.0000,121.0000,0.2117
90.0000,11.0000,11.0000,100.0000,121.0000,0.2117
91.0000,11.0000,11.0000,100.0000,121.0000,0.2117
92.0000,11.0000,11.0000,100.0000,121.0000,0.2117
93.0000,11.0000,11.0000,100.0000,121.0000,0.2117
94.0000,11.0000,11.0000,100.0000,121.0000,0.2117
95.0000,11.0000,11.0000,100.0000,121.0000,0.2117
96.0000,11.0000,11.0000,100.0000,121.0000,0.2117
97.0000,11.0000,11.0000,100.0000,121.0000,0.2117
98.0000,11.0000,11.0000,100.0000,121.0000,0.2117
99.0000,11.0000,11.0000,100.0000,121.0000,0.2117
100.0000,11.0000,11.0000,100.0000,121.0000,0.2117
101.0000,11.0000,11.0000,100.0000,121.0000,0.2117
102.0000,11.0000,11.0000,100.0000,121.0000,0.2117
103.0000,11.0000,11.0000,100.0000,121.0000,0.2117
104.0000,11.0000,11.0000,100.0000,121.0000,0.2117
105.0000,11.0000,11.0000,100.0000,121.0000,0.2117
106.0000,11.0000,11.0000,100.0000,121.0000,0.2117
107.0000,11.0000,11.0000,100.0000,121.0000,0.2117
108.0000,11.0000,11.0000,100.0000,121.0000,0.2117
109.0000,11.0000,11.0000,100.0000,121.0000,0.2117
110.0000,11.0000,11.0000,100.0000,121.0000,0.2117
111.0000,11.0000,11.0000,100.0000,121.0000,0.2117
112.0000,11.0000,11.0000,100.0000,121.0000,0.2117
113.0000,11.0000,11.0000,100.0000,121.0000,0.2117
114.0000,11.0000,11.0000,100.0000,121.0000,0.2117
115.0000,11.0000,11.0000,100.0000,121.0000,0.2117
116.0000,11.0000,11.0000,100.0000,121.0000,0.2117
117.0000,11.0000,11.0000,100.0000,121.0000,0.2117
118.0000,11.0000,11.0000,100.0000,121.0000,0.2117
119.0000,11.0000,11.0000,100.0000,121.0000,0.2117
120.0000,11.0000,11.0000,100.0000,121.0000,0.2117
121.0000,11.0000,11.0000,100.0000,121.0000,0.2117
122.0000,11.0000,11.0000,100.0000,121.0000,0.2117
