time,potential_energy,kinetic_energy,overlaps
69.0000,0.0463,0.0000,8
70.0000,0.0440,0.0000,8
71.0000,0.0417,0.0000,8
72.0000,0.0396,0.0000,8
73.0000,0.0377,0.0000,8
74.0000,0.0358,0.0000,8
75.0000,0.0341,0.0000,8
76.0000,0.0324,0.0000,8
77.0000,0.0309,0.0000,8
78.0000,0.0294,0.0000,8
79.0000,0.0280,0.0000,8
80.0000,0.0267,0.0000,8
81.0000,0.0255,0.0000,8
82.0000,0.0243,0.0000,8
83.0000,0.0232,0.0000,8
84.0000,0.0222,0.0000,8
85.0000,0.0212,0.0000,8
86.0000,0.0202,0.0000,8
87.0000,0.0193,0.0000,8
88.0000,0.0185,0.0000,8
89.0000,0.0177,0.0000,8
90.0000,0.0170,0.0000,8
91.0000,0.0162,0.0000,8
92.0000,0.0156,0.0000,8
93.0000,0.0149,0.0000,8
94.0000,0.0143,0.0000,8
95.0000,0.0137,0.0000,8
96.0000,0.0131,0.0000,8
97.0000,0.0126,0.0000,8
98.0000,0.0121,0.0000,8
99.0000,0.0116,0.0000,8
100.0000,0.0112,0.0000,8
101.0000,0.0107,0.0000,8
102.0000,0.0103,0.0000,8
103.0000,0.0099,0.0000,8
104.0000,0.0095,0.0000,8
105.0000,0.0092,0.0000,8
106.0000,0.0088,0.0000,8
107.0000,0.0085,0.0000,8
108.0000,0.0082,0.0000,8
109.0000,0.0079,0.0000,8
110.0000,0.0076,0.0000,8
111.0000,0.0073,0.0000,8
112.0000,0.0071,0.0000,8
113.0000,0.0068,0.0000,8
114.0000,0.0066,0.0000,8
115.0000,0.0063,0.0000,8
116.0000,0.0061,0.0000,8
117.0000,0.0059,0.0000,8
118.0000,0.0057,0.0000,8
119.0000,0.0055,0.0000,8
120.0000,0.0053,0.0000,8
121.0000,0.0051,0.0000,8
122.0000,0.0050,0.0000,8
123.0000,0.0048,0.0000,8
124.0000,0.0046,0.0000,8
125.0000,0.0045,0.0000,8
126.0000,0.0043,0.0000,8
127.0000,0.0042,0.0000,8
128.0000,0.0041,0.0000,8
129.0000,0.0039,0.0000,8
130.0000,0.0038,0.0000,8
131.0000,0.0037,0.0000,8
132.0000,0.0036,0.0000,8
133.0000,0.0035,0.0000,8
134.0000,0.0033,0.0000,8
135.0000,0.0032,0.0000,8
136.0000,0.0031,0.0000,8
137.0000,0.0030,0.0000,8
138.0000,0.0030,0.0000,8
139.0000,0.0029,0.0000,8
140.0000,0.0028,0.0000,8
141.0000,0.0027,0.0000,8
142.0000,0.0026,0.0000,8
143.0000,0.0025,0.0000,8
144.0000,0.0025,0.0000,8
145.0000,0.0024,0.0000,8
146.0000,0.0023,0.0000,8
147.0000,0.0023,0.0000,8
148.0000,0.0022,0.0000,8
149.0000,0.0021,0.0000,8
150.0000,0.0021,0.0000,8
151.0000,0.0020,0.0000,8
152.0000,0.0020,0.0000,8
153.0000,0.0019,0.0000,8
154.0000,0.0018,0.0000,8
155.0000,0.0018,0.0000,8
156.0000,0.0017,0.0000,8
157.0000,0.0017,0.0000,8
158.0000,0.0017,0.0000,8
159.0000,0.0016,0.0000,8
160.0000,0.0016,0.0000,8
161.0000,0.0015,0.0000,8
162.0000,0.0015,0.0000,8
163.0000,0.0014,0.0000,8
164.0000,0.0014,0.0000,8
165.0000,0.0014,0.0000,8
166.0000,0.0013,0.0000,8
167.0000,0.0013,0.0000,8
168.0000,0.0013,0.0000,8
169.0000,0.0012,0.0000,8
170.0000,0.0012,0.0000,8
171.0000,0.0012,0.0000,8
172.0000,0.0011,0.0000,8
173.0000,0.0011,0.0000,8
174.0000,0.0011,0.0000,8
175.0000,0.0011,0.0000,8
176.0000,0.0010,0.0000,8
177.0000,0.0010,0.0000,8
178.0000,0.0010,0.0000,8
179.0000,0.0010,0.0000,8
180.0000,0.0009,0.0000,8
181.0000,0.0009,0.0000,8
182.0000,0.0009,0.0000,8
183.0000,0.0009,0.0000,8
184.0000,0.0009,0.0000,8
185.0000,0.0008,0.0000,8
186.0000,0.0008,0.0000,8
187.0000,0.0008,0.0000,8
188.0000,0.0008,0.0000,8
189.0000,0.0008,0.0000,8
190.0000,0.0007,0.0000,8
191.0000,0.0007,0.0000,8
192.0000,0.0007,0.0000,8
193.0000,0.0007,0.0000,8
194.0000,0.0007,0.0000,8
195.0000,0.0007,0.0000,8
196.0000,0.0006,0.0000,8
197.0000,0.0006,0.0000,8
198.0000,0.0006,0.0000,8
199.0000,0.0006,0.0000,8
199.9900,0.0006,0.0000,8
