time,width,height,area,density
70.0000,12.2914,12.2719,150.8389,0.2043
71.0000,12.2914,12.2719,150.8389,0.2043
72.0000,12.2914,12.2719,150.8389,0.2043
73.0000,12.2914,12.2719,150.8389,0.2043
74.0000,12.2914,12.2719,150.8389,0.2043
75.0000,12.2914,12.2719,150.8389,0.2043
76.0000,12.2914,12.2719,150.8389,0.2043
77.0000,12.2914,12.2719,150.8389,0.2043
78.0000,12.2914,12.2719,150.8389,0.2043
79.0000,12.2914,12.2719,150.8389,0.2043
80.0000,12.2914,12.2719,150.8389,0.2043
81.0000,12.2914,12.2719,150.8389,0.2043
82.0000,12.2914,12.2719,150.8389,0.2043
83.0000,12.2914,12.2719,150.8389,0.2043
84.0000,12.2914,12.2719,150.8389,0.2043
85.0000,12.2914,12.2719,150.8389,0.2043
86.0000,12.2914,12.2719,150.8389,0.2043
87.0000,12.2914,12.2719,150.8389,0.2043
88.0000,12.2914,12.2719,150.8389,0.2043
89.0000,12.2914,12.2719,150.8389,0.2043
90.0000,12.2914,12.2719,150.8389,0.2043
91.0000,12.2914,12.2719,150.8389,0.2043
92.0000,12.2914,12.2719,150.8389,0.2043
93.0000,12.2914,12.2719,150.8389,0.2043
94.0000,12.2914,12.2719,150.8389,0.2043
95.0000,12.2914,12.2719,150.8389,0.2043
96.0000,12.2914,12.2719,150.8389,0.2043
97.0000,12.2914,12.2719,150.8389,0.2043
98.0000,12.2914,12.2719,150.8389,0.2043
99.0000,12.2914,12.2719,150.8389,0.2043
100.0000,12.2914,12.2719,150.8389,0.2043
101.0000,12.2914,12.2719,150.8389,0.2043
102.0000,12.2914,12.2719,150.8389,0.2043
103.0000,12.2914,12.2719,150.8389,0.2043
104.0000,12.2914,12.2719,150.8389,0.2043
105.0000,12.2914,12.2719,150.8389,0.2043
106.0000,12.2914,12.2719,150.8389,0.2043
107.0000,12.2914,12.2719,150.8389,0.2043
108.0000,12.2914,12.2719,150.8389,0.2043
109.0000,12.2914,12.2719,150.8389,0.2043
110.0000,12.2914,12.2719,150.8389,0.2043
111.0000,12.2914,12.2719,150.8389,0.2043
112.0000,12.2914,12.2719,150.8389,0.2043
113.0000,12.2914,12.2719,150.8389,0.2043
114.0000,12.2914,12.2719,150.8389,0.2043
115.0000,12.2914,12.2719,150.8389,0.2043
116.0000,12.2914,12.2719,150.8389,0.2043
117.0000,12.2914,12.2719,150.8389,0.2043
118.0000,12.2914,12.2719,150.8389,0.2043
119.0000,12.2914,12.2719,150.8389,0.2043
120.0000,12.2914,12.2719,150.8389,0.2043
121.0000,12.2914,12.2719,150.8389,0.2043
122.0000,12.2914,12.2719,150.8389,0.2043
123.0000,12.2914,12.2719,150.8389,0.2043
124.0000,12.2914,12.2719,150.8389,0.2043
125.0000,12.2914,12.2719,150.8389,0.2043
126.0000,12.2914,12.2719,150.8389,0.2043
127.0000,12.2914,12.2719,150.8389,0.2043
128.0000,12.2914,12.2719,150.8389,0.2043
129.0000,12.2914,12.2719,150.8389,0.2043
130.0000,12.2914,12.2719,150.8389,0.2043
131.0000,12.2914,12.2719,150.8389,0.2043
132.0000,12.2914,12.2719,150.8389,0.2043
133.0000,12.2914,12.2719,150.8389,0.2043
134.0000,12.2914,12.2719,150.8389,0.2043
135.0000,12.2914,12.2719,150.8389,0.2043
136.0000,12.2914,12.2719,150.8389,0.2043
137.0000,12.2914,12.2719,150.8389,0.2043
138.0000,12.2914,12.2719,150.8389,0.2043
139.0000,12.2914,12.2719,150.8389,0.2043
140.0000,12.2914,12.2719,150.8389,0.2043
141.0000,12.2914,12.2719,150.8389,0.2043
142.0000,12.2914,12.2719,150.8389,0.2043
143.0000,12.2914,12.2719,150.8389,0.2043
144.0000,12.2914,12.2719,150.8389,0.2043
145.0000,12.2914,12.2719,150.8389,0.2043
146.0000,12.2914,12.2719,150.8389,0.2043
147.0000,12.2914,12.2719,150.8389,0.2043
148.0000,12.2914,12.2719,150.8389,0.2043
149.0000,12.2914,12.2719,150.8389,0.2043
150.0000,12.2914,12.2719,150.8389,0.2043
151.0000,12.2914,12.2719,150.8389,0.2043
152.0000,12.2914,12.2719,150.8389,0.2043
153.0000,12.2914,12.2719,150.8389,0.2043
154.0000,12.2914,12.2719,150.8389,0.2043
155.0000,12.2914,12.2719,150.8389,0.2043
156.0000,12.2914,12.2719,150.8389,0.2043
157.0000,12.2914,12.2719,150.8389,0.2043
158.0000,12.2914,12.2719,150.8389,0.2043
159.0000,12.2914,12.2719,150.8389,0.2043
160.0000,12.2914,12.2719,150.8389,0.2043
161.0000,12.2914,12.2719,150.8389,0.2043
162.0000,12.2914,12.2719,150.8389,0.2043
163.0000,12.2914,12.2719,150.8389,0.2043
164.0000,12.2914,12.2719,150.8389,0.2043
165.0000,12.2914,12.2719,150.8389,0.2043
166.0000,12.2914,12.2719,150.8389,0.2043
167.0000,12.2914,12.2719,150.8389,0.2043
168.0000,12.2914,12.2719,150.8389,0.2043
169.0000,12.2914,12.2719,150.8389,0.2043
170.0000,12.2914,12.2719,150.8389,0.2043
171.0000,12.2914,12.2719,150.8389,0.2043
172.0000,12.2914,12.2719,150.8389,0.2043
173.0000,12.2914,12.2719,150.8389,0.2043
174.0000,12.2914,12.2719,150.8389,0.2043
175.0000,12.2914,12.2719,150.8389,0.2043
176.0000,12.2914,12.2719,150.8389,0.2043
177.0000,12.2914,12.2719,150.8389,0.2043
178.0000,12.2914,12.2719,150.8389,0.2043
179.0000,12.2914,12.2719,150.8389,0.2043
180.0000,12.2914,12.2719,150.8389,0.2043
181.0000,12.2914,12.2719,150.8389,0.2043
182.0000,12.2914,12.2719,150.8389,0.2043
183.0000,12.2914,12.2719,150.8389,0.2043
184.0000,12.2914,12.2719,150.8389,0.2043
185.0000,12.2914,12.2719,150.8389,0.2043
186.0000,12.2914,12.2719,150.8389,0.2043
187.0000,12.2914,12.2719,150.8389,0.2043
188.0000,12.2914,12.2719,150.8389,0.2043
189.0000,12.2914,12.2719,150.8389,0.2043
190.0000,12.2914,12.2719,150.8389,0.2043
191.0000,12.2914,12.2719,150.8389,0.2043
192.0000,12.2914,12.2719,150.8389,0.2043
193.0000,12.2914,12.2719,150.8389,0.2043
194.0000,12.2914,12.2719,150.8389,0.2043
195.0000,12.2914,12.2719,150.8389,0.2043
196.0000,12.2914,12.2719,150.8389,0.2043
197.0000,12.2914,12.2719,150.8389,0.2043
198.0000,12.2914,12.2719,150.8389,0.2043
199.0000,12.2914,12.2719,150.8389,0.2043
199.9900,12.2914,12.2719,150.8389,0.2043
