time,width,height,area,actual_area,density
222.0000,11.0000,11.0000,100.0000,121.0000,0.2264
224.0000,11.0000,11.0000,100.0000,121.0000,0.2264
226.0000,11.0000,11.0000,100.0000,121.0000,0.2264
228.0000,11.0000,11.0000,100.0000,121.0000,0.2264
230.0000,11.0000,11.0000,100.0000,121.0000,0.2264
232.0000,11.0000,11.0000,100.0000,121.0000,0.2264
234.0000,11.0000,11.0000,100.0000,121.0000,0.2264
236.0000,11.0000,11.0000,100.0000,121.0000,0.2264
238.0000,11.0000,11.0000,100.0000,121.0000,0.2264
240.0000,11.0000,11.0000,100.0000,121.0000,0.2264
242.0000,11.0000,11.0000,100.0000,121.0000,0.2264
244.0000,11.0000,11.0000,100.0000,121.0000,0.2264
246.0000,11.0000,11.0000,100.0000,121.0000,0.2264
248.0000,11.0000,11.0000,100.0000,121.0000,0.2264
250.0000,11.0000,11.0000,100.0000,121.0000,0.2264
252.0000,11.0000,11.0000,100.0000,121.0000,0.2264
254.0000,11.0000,11.0000,100.0000,121.0000,0.2264
256.0000,11.0000,11.0000,100.0000,121.0000,0.2264
258.0000,11.0000,11.0000,100.0000,121.0000,0.2264
260.0000,11.0000,11.0000,100.0000,121.0000,0.2264
262.0000,11.0000,11.0000,100.0000,121.0000,0.2264
264.0000,11.0000,11.0000,100.0000,121.0000,0.2264
266.0000,11.0000,11.0000,100.0000,121.0000,0.2264
268.0000,11.0000,11.0000,100.0000,121.0000,0.2264
270.0000,11.0000,11.0000,100.0000,121.0000,0.2264
272.0000,11.0000,11.0000,100.0000,121.0000,0.2264
274.0000,11.0000,11.0000,100.0000,121.0000,0.2264
276.0000,11.0000,11.0000,100.0000,121.0000,0.2264
278.0000,11.0000,11.0000,100.0000,121.0000,0.2264
280.0000,11.0000,11.0000,100.0000,121.0000,0.2264
282.0000,11.0000,11.0000,100.0000,121.0000,0.2264
284.0000,11.0000,11.0000,100.0000,121.0000,0.2264
286.0000,11.0000,11.0000,100.0000,121.0000,0.2264
288.0000,11.0000,11.0000,100.0000,121.0000,0.2264
290.0000,11.0000,11.0000,100.0000,121.0000,0.2264
292.0000,11.0000,11.0000,100.0000,121.0000,0.2264
294.0000,11.0000,11.0000,100.0000,121.0000,0.2264
296.0000,11.0000,11.0000,100.0000,121.0000,0.2264
298.0000,11.0000,11.0000,100.0000,121.0000,0.2264
299.9800,11.0000,11.0000,100.0000,121.0000,0.2264
