time,width,height,area,density
161.0000,12.4895,12.4174,155.0871,0.2285
162.0000,12.4895,12.4174,155.0871,0.2285
163.0000,12.4895,12.4174,155.0871,0.2285
164.0000,12.4895,12.4174,155.0871,0.2285
165.0000,12.4895,12.4174,155.0871,0.2285
166.0000,12.4895,12.4174,155.0871,0.2285
167.0000,12.4895,12.4174,155.0871,0.2285
168.0000,12.4895,12.4174,155.0871,0.2285
169.0000,12.4895,12.4174,155.0871,0.2285
170.0000,12.4895,12.4174,155.0871,0.2285
171.0000,12.4895,12.4174,155.0871,0.2285
172.0000,12.4895,12.4174,155.0871,0.2285
173.0000,12.4895,12.4174,155.0871,0.2285
174.0000,12.4895,12.4174,155.0871,0.2285
175.0000,12.4895,12.4174,155.0871,0.2285
176.0000,12.4895,12.4174,155.0871,0.2285
177.0000,12.4895,12.4174,155.0871,0.2285
178.0000,12.4895,12.4174,155.0871,0.2285
179.0000,12.4895,12.4174,155.0871,0.2285
180.0000,12.4895,12.4174,155.0871,0.2285
181.0000,12.4895,12.4174,155.0871,0.2285
182.0000,12.4895,12.4174,155.0871,0.2285
183.0000,12.4895,12.4174,155.0871,0.2285
184.0000,12.4895,12.4174,155.0871,0.2285
185.0000,12.4895,12.4174,155.0871,0.2285
186.0000,12.4895,12.4174,155.0871,0.2285
187.0000,12.4895,12.4174,155.0871,0.2285
188.0000,12.4895,12.4174,155.0871,0.2285
189.0000,12.4895,12.4174,155.0871,0.2285
190.0000,12.4895,12.4174,155.0871,0.2285
191.0000,12.4895,12.4174,155.0871,0.2285
192.0000,12.4895,12.4174,155.0871,0.2285
193.0000,12.4895,12.4174,155.0871,0.2285
194.0000,12.4895,12.4174,155.0871,0.2285
195.0000,12.4895,12.4174,155.0871,0.2285
196.0000,12.4895,12.4174,155.0871,0.2285
197.0000,12.4895,12.4174,155.0871,0.2285
198.0000,12.4895,12.4174,155.0871,0.2285
199.0000,12.4895,12.4174,155.0871,0.2285
199.9900,12.4895,12.4174,155.0871,0.2285
