time,width,height,area,density
112.0000,12.2063,12.3594,150.8625,0.2054
114.0000,12.2063,12.3594,150.8625,0.2054
116.0000,12.2063,12.3594,150.8625,0.2054
118.0000,12.2063,12.3594,150.8625,0.2054
120.0000,12.2063,12.3594,150.8625,0.2054
122.0000,12.2063,12.3594,150.8625,0.2054
124.0000,12.2063,12.3594,150.8625,0.2054
126.0000,12.2063,12.3594,150.8625,0.2054
128.0000,12.2063,12.3594,150.8625,0.2054
130.0000,12.2063,12.3594,150.8625,0.2054
132.0000,12.2063,12.3594,150.8625,0.2054
134.0000,12.2063,12.3594,150.8625,0.2054
136.0000,12.2063,12.3594,150.8625,0.2054
138.0000,12.2063,12.3594,150.8625,0.2054
140.0000,12.2063,12.3594,150.8625,0.2054
142.0000,12.2063,12.3594,150.8625,0.2054
144.0000,12.2063,12.3594,150.8625,0.2054
146.0000,12.2063,12.3594,150.8625,0.2054
148.0000,12.2063,12.3594,150.8625,0.2054
150.0000,12.2063,12.3594,150.8625,0.2054
152.0000,12.2063,12.3594,150.8625,0.2054
154.0000,12.2063,12.3594,150.8625,0.2054
156.0000,12.2063,12.3594,150.8625,0.2054
158.0000,12.2063,12.3594,150.8625,0.2054
160.0000,12.2063,12.3594,150.8625,0.2054
162.0000,12.2063,12.3594,150.8625,0.2054
164.0000,12.2063,12.3594,150.8625,0.2054
166.0000,12.2063,12.3594,150.8625,0.2054
168.0000,12.2063,12.3594,150.8625,0.2054
170.0000,12.2063,12.3594,150.8625,0.2054
172.0000,12.2063,12.3594,150.8625,0.2054
174.0000,12.2063,12.3594,150.8625,0.2054
176.0000,12.2063,12.3594,150.8625,0.2054
178.0000,12.2063,12.3594,150.8625,0.2054
180.0000,12.2063,12.3594,150.8625,0.2054
182.0000,12.2063,12.3594,150.8625,0.2054
184.0000,12.2063,12.3594,150.8625,0.2054
186.0000,12.2063,12.3594,150.8625,0.2054
188.0000,12.2063,12.3594,150.8625,0.2054
190.0000,12.2063,12.3594,150.8625,0.2054
192.0000,12.2063,12.3594,150.8625,0.2054
194.0000,12.2063,12.3594,150.8625,0.2054
196.0000,12.2063,12.3594,150.8625,0.2054
198.0000,12.2063,12.3594,150.8625,0.2054
200.0000,12.2063,12.3594,150.8625,0.2054
202.0000,12.2063,12.3594,150.8625,0.2054
204.0000,12.2063,12.3594,150.8625,0.2054
206.0000,12.2063,12.3594,150.8625,0.2054
208.0000,12.2063,12.3594,150.8625,0.2054
210.0000,12.2063,12.3594,150.8625,0.2054
212.0000,12.2063,12.3594,150.8625,0.2054
214.0000,12.2063,12.3594,150.8625,0.2054
216.0000,12.2063,12.3594,150.8625,0.2054
218.0000,12.2063,12.3594,150.8625,0.2054
220.0000,12.2063,12.3594,150.8625,0.2054
222.0000,12.2063,12.3594,150.8625,0.2054
224.0000,12.2063,12.3594,150.8625,0.2054
226.0000,12.2063,12.3594,150.8625,0.2054
228.0000,12.2063,12.3594,150.8625,0.2054
230.0000,12.2063,12.3594,150.8625,0.2054
232.0000,12.2063,12.3594,150.8625,0.2054
234.0000,12.2063,12.3594,150.8625,0.2054
236.0000,12.2063,12.3594,150.8625,0.2054
238.0000,12.2063,12.3594,150.8625,0.2054
240.0000,12.2063,12.3594,150.8625,0.2054
242.0000,12.2063,12.3594,150.8625,0.2054
244.0000,12.2063,12.3594,150.8625,0.2054
246.0000,12.2063,12.3594,150.8625,0.2054
248.0000,12.2063,12.3594,150.8625,0.2054
250.0000,12.2063,12.3594,150.8625,0.2054
252.0000,12.2063,12.3594,150.8625,0.2054
254.0000,12.2063,12.3594,150.8625,0.2054
256.0000,12.2063,12.3594,150.8625,0.2054
258.0000,12.2063,12.3594,150.8625,0.2054
260.0000,12.2063,12.3594,150.8625,0.2054
262.0000,12.2063,12.3594,150.8625,0.2054
264.0000,12.2063,12.3594,150.8625,0.2054
266.0000,12.2063,12.3594,150.8625,0.2054
268.0000,12.2063,12.3594,150.8625,0.2054
270.0000,12.2063,12.3594,150.8625,0.2054
272.0000,12.2063,12.3594,150.8625,0.2054
274.0000,12.2063,12.3594,150.8625,0.2054
276.0000,12.2063,12.3594,150.8625,0.2054
278.0000,12.2063,12.3594,150.8625,0.2054
280.0000,12.2063,12.3594,150.8625,0.2054
282.0000,12.2063,12.3594,150.8625,0.2054
284.0000,12.2063,12.3594,150.8625,0.2054
286.0000,12.2063,12.3594,150.8625,0.2054
288.0000,12.2063,12.3594,150.8625,0.2054
290.0000,12.2063,12.3594,150.8625,0.2054
292.0000,12.2063,12.3594,150.8625,0.2054
294.0000,12.2063,12.3594,150.8625,0.2054
296.0000,12.2063,12.3594,150.8625,0.2054
298.0000,12.2063,12.3594,150.8625,0.2054
299.9800,12.2063,12.3594,150.8625,0.2054
